Age,Arrival Service,Booking Services,Immediate Transfer,Lounge Service,Check-in Service,Boarding Service,Layover Service,Onboard Services,Baggage Service,Immigration Security,Call Center Service,Departure Delay,Arrival Delay,Total Delay,Age_log,Arrival Delay_log,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Leisure,Satisfaction_Satisfied
52,1,1,5,3,4,2,3,2,4,5,5,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,True
46,2,1,1,3,2,5,4,3,4,2,2,22,21.0,43.0,3.8501476017100584,3.091042453358316,False,False,False,False,False,True
30,2,5,5,1,1,3,4,2,1,4,1,7,5.0,12.0,3.4339872044851463,1.791759469228055,False,True,False,True,False,False
27,3,1,1,2,2,4,4,1,1,5,1,0,0.0,0.0,3.332204510175204,0.0,True,True,False,False,False,True
51,4,2,3,1,2,2,5,3,4,4,4,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,False,False,True
23,2,2,3,1,2,4,2,1,1,5,3,12,5.0,17.0,3.1780538303479458,1.791759469228055,False,True,False,True,False,True
27,1,3,3,5,3,2,1,4,3,2,3,0,0.0,0.0,3.332204510175204,0.0,True,False,False,False,False,True
39,4,2,1,4,3,5,5,1,3,2,1,5,0.0,5.0,3.6888794541139363,0.0,True,True,False,False,False,True
44,4,4,1,3,3,1,1,5,2,2,1,0,0.0,0.0,3.8066624897703196,0.0,True,False,False,False,False,True
38,1,3,5,1,5,2,2,3,3,5,1,0,0.0,0.0,3.6635616461296463,0.0,False,False,False,False,False,True
57,2,2,5,1,3,3,2,3,5,3,2,0,0.0,0.0,4.060443010546419,0.0,True,False,False,False,False,True
51,1,4,5,2,5,2,5,4,1,1,1,50,41.0,91.0,3.9512437185814275,3.7376696182833684,False,False,False,False,False,True
51,4,2,2,2,4,3,3,3,5,5,5,2,14.0,16.0,3.9512437185814275,2.70805020110221,False,False,False,False,True,True
52,5,4,1,4,4,1,3,4,5,5,1,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,True
48,5,1,3,3,3,1,1,3,4,3,4,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,False,False,True
20,3,4,3,1,4,5,3,1,2,2,4,0,0.0,0.0,3.044522437723423,0.0,False,True,False,True,False,False
55,1,1,2,5,4,5,4,3,2,4,1,0,5.0,5.0,4.02535169073515,1.791759469228055,True,True,False,False,False,True
32,1,4,2,2,1,1,4,4,5,1,1,0,0.0,0.0,3.4965075614664802,0.0,True,False,False,False,False,True
49,3,4,3,1,3,2,2,1,2,3,1,0,0.0,0.0,3.912023005428146,0.0,False,False,False,False,False,True
12,3,2,1,5,3,2,5,4,3,4,4,0,0.0,0.0,2.5649493574615367,0.0,True,False,False,False,False,True
58,3,4,3,1,2,5,3,5,5,4,4,0,0.0,0.0,4.07753744390572,0.0,True,False,False,True,False,False
57,4,2,3,4,2,2,2,1,1,5,3,0,3.0,3.0,4.060443010546419,1.3862943611198906,False,True,False,True,False,False
42,1,4,2,4,4,2,4,5,2,1,2,38,25.0,63.0,3.7612001156935624,3.258096538021482,True,False,False,False,False,True
58,4,5,2,5,2,2,3,4,1,1,5,8,5.0,13.0,4.07753744390572,1.791759469228055,True,False,False,False,False,True
52,3,3,5,2,1,2,3,5,3,1,3,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,True
85,1,2,2,4,3,3,5,3,2,3,1,57,51.0,108.0,4.454347296253507,3.9512437185814275,False,True,False,False,False,False
42,4,2,3,2,1,5,3,1,4,3,4,0,0.0,0.0,3.7612001156935624,0.0,True,False,False,False,False,True
38,4,1,5,5,3,1,3,1,3,5,3,0,0.0,0.0,3.6635616461296463,0.0,False,False,True,True,False,True
24,3,5,3,5,5,1,5,5,3,1,5,0,0.0,0.0,3.2188758248682006,0.0,False,True,False,False,False,True
59,1,1,1,1,3,3,1,5,4,4,2,4,1.0,5.0,4.0943445622221,0.6931471805599453,False,False,True,False,False,False
34,3,5,1,5,1,5,3,1,1,2,5,17,14.0,31.0,3.5553480614894135,2.70805020110221,True,False,False,False,False,True
39,1,5,2,1,4,3,5,4,1,5,5,39,22.0,61.0,3.6888794541139363,3.1354942159291497,True,False,False,False,False,True
47,5,4,5,2,2,5,2,5,3,2,5,0,0.0,0.0,3.871201010907891,0.0,True,False,True,True,False,False
70,2,1,4,1,2,3,2,5,3,2,4,0,0.0,0.0,4.2626798770413155,0.0,False,False,True,True,False,False
55,2,3,1,2,1,2,4,4,2,5,4,0,1.0,1.0,4.02535169073515,0.6931471805599453,False,False,False,False,False,True
38,2,5,1,4,2,3,5,4,2,1,2,75,65.0,140.0,3.6635616461296463,4.189654742026425,True,False,False,True,False,True
23,3,5,1,2,4,3,3,1,3,3,3,0,0.0,0.0,3.1780538303479458,0.0,True,False,False,False,False,True
49,5,2,1,3,2,4,2,5,2,5,4,0,0.0,0.0,3.912023005428146,0.0,True,False,False,False,False,True
37,1,4,2,1,5,5,3,1,4,4,5,0,0.0,0.0,3.6375861597263857,0.0,True,False,False,False,False,True
35,4,3,5,4,3,2,5,2,2,4,1,0,11.0,11.0,3.58351893845611,2.4849066497880004,True,False,False,True,False,False
54,1,5,1,2,5,3,2,1,3,5,4,0,0.0,0.0,4.007333185232471,0.0,True,False,False,False,False,True
63,4,2,2,5,3,2,4,1,1,5,1,0,0.0,0.0,4.1588830833596715,0.0,False,False,False,False,False,True
45,1,1,5,1,5,5,2,4,1,2,4,0,0.0,0.0,3.828641396489095,0.0,True,False,False,False,False,True
54,5,5,5,2,2,1,4,1,4,3,3,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,False,True
56,4,2,4,4,2,4,5,3,1,1,1,19,4.0,23.0,4.04305126783455,1.6094379124341003,True,False,False,False,False,True
33,3,1,3,5,4,4,1,1,1,4,5,33,24.0,57.0,3.5263605246161616,3.2188758248682006,True,False,False,False,False,True
36,1,4,1,1,5,5,5,4,3,3,2,80,74.0,154.0,3.6109179126442243,4.31748811353631,True,False,True,True,False,False
21,1,1,2,4,3,4,4,2,3,2,2,0,0.0,0.0,3.091042453358316,0.0,False,False,True,True,False,True
20,4,5,5,5,3,1,3,4,3,3,1,0,7.0,7.0,3.044522437723423,2.0794415416798357,True,False,True,True,False,False
41,3,3,4,3,2,2,2,4,3,1,5,0,0.0,0.0,3.7376696182833684,0.0,True,False,False,False,False,True
59,3,1,3,5,2,3,2,3,3,5,5,15,24.0,39.0,4.0943445622221,3.2188758248682006,False,False,False,False,False,True
15,5,3,5,1,2,5,4,2,2,5,3,6,0.0,6.0,2.772588722239781,0.0,False,False,True,True,False,False
24,3,3,5,3,5,5,2,3,4,5,3,7,1.0,8.0,3.2188758248682006,0.6931471805599453,True,True,False,False,False,True
47,3,1,1,2,3,4,4,2,3,2,1,20,8.0,28.0,3.871201010907891,2.1972245773362196,True,False,False,False,True,True
36,3,4,3,3,5,3,3,3,2,1,3,0,0.0,0.0,3.6109179126442243,0.0,False,True,False,True,False,False
46,2,1,3,3,3,4,1,1,5,3,1,0,13.91689653,13.91689653,3.8501476017100584,2.7024945657664268,True,False,False,False,False,True
54,5,2,2,3,3,4,5,2,3,4,4,17,7.0,24.0,4.007333185232471,2.0794415416798357,True,False,False,False,False,True
30,1,3,4,5,4,2,3,1,4,2,5,0,0.0,0.0,3.4339872044851463,0.0,True,False,False,False,False,True
47,4,5,2,3,2,2,3,3,4,1,4,0,0.0,0.0,3.871201010907891,0.0,True,True,False,True,False,True
69,1,3,4,3,5,4,2,5,4,4,2,0,0.0,0.0,4.248495242049359,0.0,False,False,True,True,False,False
30,5,5,2,2,5,1,2,1,3,5,1,9,0.0,9.0,3.4339872044851463,0.0,False,False,False,True,False,True
22,4,2,4,3,2,5,1,5,1,1,2,0,8.0,8.0,3.1354942159291497,2.1972245773362196,True,True,False,False,False,True
23,5,2,1,5,5,1,4,5,1,3,5,0,0.0,0.0,3.1780538303479458,0.0,True,True,False,False,False,True
29,3,2,4,4,4,5,4,4,5,2,3,2,34.0,36.0,3.4011973816621555,3.5553480614894135,False,False,False,True,False,True
45,4,1,2,4,5,3,3,2,5,1,1,9,17.0,26.0,3.828641396489095,2.8903717578961645,False,False,False,False,False,True
57,3,3,3,5,3,3,3,3,5,5,1,59,43.0,102.0,4.060443010546419,3.784189633918261,True,False,False,False,False,True
36,1,5,5,5,2,1,2,5,3,2,5,0,0.0,0.0,3.6109179126442243,0.0,False,False,False,False,False,True
56,1,2,4,3,2,4,4,1,2,4,3,0,0.0,0.0,4.04305126783455,0.0,False,False,True,True,False,False
60,4,2,4,5,4,4,1,1,5,5,3,5,0.0,5.0,4.110873864173311,0.0,True,False,False,False,False,True
56,4,5,3,3,5,3,3,4,5,4,1,0,0.0,0.0,4.04305126783455,0.0,False,False,False,False,False,True
50,5,3,1,1,3,4,2,4,2,5,5,29,27.0,56.0,3.9318256327243257,3.332204510175204,False,False,False,False,False,True
46,5,3,2,2,1,2,5,3,5,3,3,0,1.0,1.0,3.8501476017100584,0.6931471805599453,True,False,True,True,False,False
47,3,5,1,2,3,3,5,3,5,2,2,10,20.0,30.0,3.871201010907891,3.044522437723423,True,False,False,False,False,True
24,4,4,4,2,3,5,5,1,2,1,1,42,32.0,74.0,3.2188758248682006,3.4965075614664802,False,False,False,True,False,True
46,1,3,4,1,5,5,5,5,4,4,3,0,4.0,4.0,3.8501476017100584,1.6094379124341003,True,False,False,False,False,True
24,5,5,1,2,1,4,3,1,3,4,3,19,9.0,28.0,3.2188758248682006,2.302585092994046,True,True,False,True,False,False
61,5,5,2,3,4,5,4,5,3,4,1,0,0.0,0.0,4.127134385045092,0.0,True,False,False,False,False,True
46,1,2,4,4,5,5,4,1,2,3,5,72,78.0,150.0,3.8501476017100584,4.3694478524670215,False,False,False,False,False,True
52,5,5,4,2,2,1,4,3,5,3,4,0,0.0,0.0,3.970291913552122,0.0,False,False,False,False,False,True
32,3,1,1,2,1,1,1,5,4,3,3,0,0.0,0.0,3.4965075614664802,0.0,False,False,True,True,False,False
50,4,2,5,3,2,5,1,3,2,5,1,0,23.0,23.0,3.9318256327243257,3.1780538303479458,False,False,False,False,False,True
38,1,2,3,3,1,3,4,3,1,3,2,0,0.0,0.0,3.6635616461296463,0.0,False,True,False,False,False,False
30,4,3,4,2,2,5,3,1,5,2,3,0,0.0,0.0,3.4339872044851463,0.0,False,False,False,False,False,True
16,5,4,2,5,5,2,5,1,1,2,5,0,0.0,0.0,2.833213344056216,0.0,False,False,False,False,False,True
23,5,3,5,1,1,3,5,4,4,5,2,5,0.0,5.0,3.1780538303479458,0.0,True,False,False,False,False,False
45,1,1,1,4,4,2,4,3,4,4,3,2,0.0,2.0,3.828641396489095,0.0,False,False,False,False,False,True
40,3,2,1,4,5,2,2,4,1,3,5,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
40,2,2,2,1,1,4,3,2,5,3,5,6,11.0,17.0,3.713572066704308,2.4849066497880004,True,False,False,False,False,True
49,1,5,5,2,2,1,2,3,1,3,2,0,0.0,0.0,3.912023005428146,0.0,True,False,False,False,False,True
54,2,4,2,2,3,4,2,4,2,4,5,0,0.0,0.0,4.007333185232471,0.0,False,False,False,False,True,True
42,2,4,4,2,1,2,3,2,5,2,4,1,0.0,1.0,3.7612001156935624,0.0,False,False,False,False,False,True
21,3,5,5,2,5,4,3,3,3,4,5,0,0.0,0.0,3.091042453358316,0.0,True,True,False,True,False,False
55,2,1,3,2,2,4,1,3,1,2,2,5,5.0,10.0,4.02535169073515,1.791759469228055,True,False,False,False,False,True
77,2,4,3,4,5,3,1,2,3,4,1,0,0.0,0.0,4.356708826689592,0.0,False,False,False,False,False,False
60,3,2,2,2,2,4,5,1,1,5,5,49,36.0,85.0,4.110873864173311,3.6109179126442243,True,False,True,True,False,False
53,2,1,3,3,5,3,1,2,1,4,4,0,5.0,5.0,3.9889840465642745,1.791759469228055,False,False,False,False,False,True
23,2,3,2,5,1,4,2,5,5,1,3,0,0.0,0.0,3.1780538303479458,0.0,True,False,False,False,False,True
52,2,3,4,2,1,4,3,3,3,4,2,5,9.0,14.0,3.970291913552122,2.302585092994046,False,False,False,False,False,True
53,1,1,4,3,1,2,5,5,2,3,2,0,13.0,13.0,3.9889840465642745,2.6390573296152584,False,False,False,False,False,True
56,1,2,2,4,2,2,1,2,4,2,1,0,0.0,0.0,4.04305126783455,0.0,False,False,False,False,False,True
22,1,3,4,3,4,5,5,1,2,4,2,9,0.0,9.0,3.1354942159291497,0.0,True,True,False,False,False,True
45,3,2,3,1,5,5,4,5,3,2,4,0,0.0,0.0,3.828641396489095,0.0,False,False,False,False,False,True
72,5,5,4,1,4,3,1,4,4,1,2,0,0.0,0.0,4.290459441148391,0.0,True,False,False,True,False,False
39,2,4,3,3,4,2,5,4,3,1,4,0,0.0,0.0,3.6888794541139363,0.0,True,False,False,False,False,True
39,2,1,3,2,4,5,3,3,4,1,3,7,5.0,12.0,3.6888794541139363,1.791759469228055,False,False,False,False,False,True
54,3,4,1,2,3,4,2,3,3,4,2,0,0.0,0.0,4.007333185232471,0.0,True,False,False,False,False,True
53,2,5,4,2,5,2,3,1,3,3,1,0,11.0,11.0,3.9889840465642745,2.4849066497880004,False,False,False,False,False,True
44,1,3,4,3,3,4,4,1,4,1,5,22,22.0,44.0,3.8066624897703196,3.1354942159291497,False,False,False,False,False,True
27,5,2,2,1,5,4,1,4,3,3,3,0,0.0,0.0,3.332204510175204,0.0,False,False,False,False,False,True
21,4,2,2,1,3,3,4,1,4,3,4,7,0.0,7.0,3.091042453358316,0.0,False,True,False,True,False,False
33,2,5,5,4,5,2,2,4,3,4,5,0,1.0,1.0,3.5263605246161616,0.6931471805599453,False,False,False,False,False,True
63,1,1,3,1,1,4,1,5,3,1,3,0,0.0,0.0,4.1588830833596715,0.0,False,False,True,True,False,False
55,4,4,1,1,4,3,1,4,3,1,3,0,0.0,0.0,4.02535169073515,0.0,False,False,False,False,False,False
15,5,3,3,5,2,1,2,1,5,2,3,1,0.0,1.0,2.772588722239781,0.0,False,False,True,False,False,False
49,4,1,4,1,4,1,4,1,5,4,3,0,0.0,0.0,3.912023005428146,0.0,True,False,False,False,False,True
39,1,5,5,3,5,4,3,4,4,3,4,0,15.0,15.0,3.6888794541139363,2.772588722239781,False,False,False,False,False,True
27,4,5,3,2,2,4,2,2,1,1,1,0,0.0,0.0,3.332204510175204,0.0,False,False,True,True,False,True
62,3,2,5,3,4,1,5,2,1,4,2,3,0.0,3.0,4.143134726391533,0.0,False,False,False,False,False,True
28,4,3,3,2,5,5,3,1,5,2,2,0,0.0,0.0,3.367295829986474,0.0,True,True,False,False,False,True
35,2,1,4,2,4,3,1,4,1,2,2,0,0.0,0.0,3.58351893845611,0.0,True,True,False,True,False,False
46,2,2,4,4,5,4,2,2,5,3,5,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,False,True,True
41,3,3,3,1,3,1,2,3,2,3,2,0,1.0,1.0,3.7376696182833684,0.6931471805599453,True,False,False,False,False,True
25,1,4,1,4,3,1,5,5,4,1,1,2,0.0,2.0,3.258096538021482,0.0,True,True,False,True,False,False
33,2,4,4,2,1,1,4,5,4,1,3,0,0.0,0.0,3.5263605246161616,0.0,True,False,False,False,False,True
43,5,2,2,5,2,1,5,4,5,2,4,0,0.0,0.0,3.784189633918261,0.0,False,False,False,False,False,True
33,2,1,1,5,3,1,5,2,3,1,2,0,0.0,0.0,3.5263605246161616,0.0,True,False,True,True,False,True
20,2,3,3,4,5,1,4,4,5,4,4,0,0.0,0.0,3.044522437723423,0.0,False,False,True,True,False,True
51,1,4,1,4,4,4,1,1,3,3,5,0,0.0,0.0,3.9512437185814275,0.0,True,False,False,False,True,True
48,4,4,2,1,1,3,2,1,4,2,2,0,0.0,0.0,3.8918202981106265,0.0,True,False,False,False,False,True
23,2,1,4,4,4,1,3,3,5,1,1,76,77.0,153.0,3.1780538303479458,4.356708826689592,False,True,False,True,False,False
72,3,2,4,4,4,1,1,1,4,4,4,0,0.0,0.0,4.290459441148391,0.0,False,False,False,False,True,False
52,4,5,4,3,2,1,1,4,3,1,1,12,19.0,31.0,3.970291913552122,2.995732273553991,False,False,False,False,True,False
31,5,3,2,4,4,1,1,5,5,5,3,0,0.0,0.0,3.4657359027997265,0.0,True,False,False,False,False,True
58,1,4,1,4,2,1,3,5,2,3,5,23,16.0,39.0,4.07753744390572,2.833213344056216,False,False,False,False,False,True
50,5,5,3,3,5,2,2,2,4,2,5,0,0.0,0.0,3.9318256327243257,0.0,True,False,False,False,False,True
52,4,1,3,2,4,2,1,1,2,2,5,0,0.0,0.0,3.970291913552122,0.0,True,False,False,False,False,False
43,4,2,1,2,4,1,5,2,4,2,1,0,0.0,0.0,3.784189633918261,0.0,True,False,False,False,False,True
36,4,3,4,3,4,1,3,1,5,2,1,0,0.0,0.0,3.6109179126442243,0.0,False,False,False,False,False,True
12,5,1,3,1,5,5,4,5,5,4,3,30,16.0,46.0,2.5649493574615367,2.833213344056216,True,True,False,False,False,False
38,4,2,4,4,3,5,2,5,3,5,4,0,0.0,0.0,3.6635616461296463,0.0,True,False,False,False,False,True
46,5,1,5,1,3,3,5,3,2,3,5,0,0.0,0.0,3.8501476017100584,0.0,False,False,False,True,False,True
23,4,4,5,5,5,2,3,5,2,3,3,30,96.0,126.0,3.1780538303479458,4.574710978503383,False,True,False,True,False,True
40,3,4,3,1,1,4,3,1,1,1,4,0,0.0,0.0,3.713572066704308,0.0,True,False,True,True,False,False
44,4,5,1,4,1,3,4,5,3,1,3,0,0.0,0.0,3.8066624897703196,0.0,False,True,False,False,False,False
48,5,1,1,2,2,3,3,5,5,2,4,0,0.0,0.0,3.8918202981106265,0.0,False,False,True,True,False,False
40,2,4,1,4,5,1,2,5,1,1,4,32,36.0,68.0,3.713572066704308,3.6109179126442243,True,False,False,False,False,True
36,4,2,4,4,1,1,5,4,2,1,4,0,0.0,0.0,3.6109179126442243,0.0,True,False,False,False,False,True
28,2,5,5,4,2,4,3,2,5,2,3,0,0.0,0.0,3.367295829986474,0.0,True,False,True,True,False,True
26,3,3,4,1,4,5,4,4,5,2,1,30,25.0,55.0,3.295836866004329,3.258096538021482,True,False,False,False,False,True
26,1,1,2,2,4,1,2,3,4,1,4,0,0.0,0.0,3.295836866004329,0.0,True,False,True,True,False,True
41,3,4,2,2,1,2,3,1,3,3,2,0,0.0,0.0,3.7376696182833684,0.0,True,False,True,True,False,False
42,4,2,3,1,2,4,1,4,1,3,1,84,69.0,153.0,3.7612001156935624,4.248495242049359,True,False,False,False,False,True
21,2,1,2,1,2,4,1,1,3,1,3,0,0.0,0.0,3.091042453358316,0.0,False,True,False,True,False,False
25,2,2,1,1,3,1,4,3,2,4,2,21,13.91689653,34.91689653,3.258096538021482,2.7024945657664268,False,False,False,False,False,True
26,5,5,3,5,1,4,1,2,4,5,2,2,0.0,2.0,3.295836866004329,0.0,False,True,False,True,False,False
42,2,4,5,5,3,5,1,1,4,3,4,0,3.0,3.0,3.7612001156935624,1.3862943611198906,False,False,False,True,False,False
49,5,4,5,4,5,1,2,2,4,1,2,0,0.0,0.0,3.912023005428146,0.0,True,False,False,True,False,True
55,1,5,2,5,2,5,2,3,1,2,2,8,2.0,10.0,4.02535169073515,1.0986122886681098,False,False,True,True,False,True
34,4,2,2,1,3,5,5,2,3,5,4,3,3.0,6.0,3.5553480614894135,1.3862943611198906,True,False,True,True,False,True
54,5,1,5,1,2,2,5,3,2,3,1,25,6.0,31.0,4.007333185232471,1.9459101490553132,False,False,False,False,False,True
61,1,2,2,1,5,1,5,5,4,4,2,0,0.0,0.0,4.127134385045092,0.0,True,False,False,False,False,True
30,2,1,2,2,3,2,2,3,1,5,4,83,75.0,158.0,3.4339872044851463,4.330733340286331,True,False,True,True,False,False
28,2,5,4,2,5,2,2,3,2,1,2,0,0.0,0.0,3.367295829986474,0.0,False,False,False,True,False,True
38,1,3,5,5,2,4,2,2,5,4,2,3,0.0,3.0,3.6635616461296463,0.0,True,False,False,False,True,True
23,2,1,5,3,2,3,1,1,5,4,2,0,0.0,0.0,3.1780538303479458,0.0,True,False,False,False,False,True
47,1,4,2,3,4,1,5,5,4,5,2,4,0.0,4.0,3.871201010907891,0.0,False,False,False,False,False,True
47,5,4,1,1,2,5,1,4,1,3,5,48,40.0,88.0,3.871201010907891,3.713572066704308,True,False,False,False,False,True
39,5,4,4,2,4,4,5,4,2,2,1,0,0.0,0.0,3.6888794541139363,0.0,False,False,False,False,False,True
40,1,2,1,4,5,2,4,1,3,1,2,35,38.0,73.0,3.713572066704308,3.6635616461296463,False,False,False,True,False,True
44,5,2,2,5,1,2,1,1,3,2,1,0,0.0,0.0,3.8066624897703196,0.0,True,True,False,True,False,False
59,5,2,5,2,5,1,5,5,2,1,2,35,30.0,65.0,4.0943445622221,3.4339872044851463,True,False,False,False,False,True
33,5,4,1,1,4,4,3,3,5,4,2,0,0.0,0.0,3.5263605246161616,0.0,True,False,False,False,False,True
43,3,1,3,1,1,5,4,1,4,4,2,0,0.0,0.0,3.784189633918261,0.0,False,False,True,True,False,False
58,4,4,1,3,4,2,1,5,3,1,1,0,0.0,0.0,4.07753744390572,0.0,True,False,False,True,False,True
25,2,1,5,1,2,4,1,1,1,4,3,0,3.0,3.0,3.258096538021482,1.3862943611198906,False,False,False,False,True,True
23,3,2,2,1,4,5,3,3,1,5,5,1,0.0,1.0,3.1780538303479458,0.0,True,True,False,True,False,True
21,5,3,1,4,1,4,2,1,1,5,4,4,0.0,4.0,3.091042453358316,0.0,False,False,True,True,False,True
69,1,2,2,5,4,2,3,5,1,2,3,6,9.0,15.0,4.248495242049359,2.302585092994046,True,False,True,True,False,False
58,5,5,4,4,3,2,2,3,2,3,3,7,0.0,7.0,4.07753744390572,0.0,False,False,False,False,False,True
42,4,1,3,3,3,5,1,3,2,3,1,77,78.0,155.0,3.7612001156935624,4.3694478524670215,False,False,False,False,False,True
26,5,3,5,2,5,4,2,1,2,2,3,0,10.0,10.0,3.295836866004329,2.3978952727983707,False,True,False,True,False,True
69,1,2,5,3,5,2,3,2,2,2,3,0,0.0,0.0,4.248495242049359,0.0,True,False,True,True,False,False
31,4,3,2,1,1,4,5,2,3,5,2,52,43.0,95.0,3.4657359027997265,3.784189633918261,True,False,False,False,False,True
40,5,4,3,5,4,1,4,2,4,1,5,0,0.0,0.0,3.713572066704308,0.0,False,False,False,False,False,True
15,4,1,5,1,2,5,1,1,3,5,5,89,84.0,173.0,2.772588722239781,4.442651256490317,False,False,True,True,False,True
43,2,5,1,5,1,3,4,1,4,3,1,0,0.0,0.0,3.784189633918261,0.0,True,False,False,False,False,True
20,2,4,5,5,1,5,3,1,1,3,5,0,8.0,8.0,3.044522437723423,2.1972245773362196,False,False,True,True,False,False
56,5,3,1,5,1,2,4,4,3,2,3,0,0.0,0.0,4.04305126783455,0.0,False,False,False,False,False,True
29,4,2,5,2,5,4,5,4,3,5,3,0,15.0,15.0,3.4011973816621555,2.772588722239781,True,True,False,False,False,True
40,1,1,1,3,1,5,5,5,5,2,5,0,0.0,0.0,3.713572066704308,0.0,False,True,False,False,False,True
36,5,5,4,2,4,3,5,5,4,5,2,83,80.0,163.0,3.6109179126442243,4.394449154672439,False,False,False,False,False,True
41,2,2,2,2,1,1,3,3,1,4,1,0,0.0,0.0,3.7376696182833684,0.0,True,False,True,True,False,True
52,2,5,4,2,2,2,5,5,2,5,2,0,2.0,2.0,3.970291913552122,1.0986122886681098,False,False,False,False,False,True
22,5,1,1,4,1,4,1,5,1,4,5,0,0.0,0.0,3.1354942159291497,0.0,False,False,False,False,False,True
30,4,3,2,4,5,1,5,4,4,5,1,56,32.0,88.0,3.4339872044851463,3.4965075614664802,True,False,False,False,False,True
53,2,5,3,4,5,2,3,2,3,1,3,18,13.0,31.0,3.9889840465642745,2.6390573296152584,True,False,False,False,False,True
59,4,1,1,2,2,5,5,5,1,3,1,11,0.0,11.0,4.0943445622221,0.0,False,True,False,True,False,False
41,2,5,5,1,1,5,4,5,1,2,4,0,0.0,0.0,3.7376696182833684,0.0,False,False,False,True,False,True
39,2,2,5,4,1,3,5,5,2,1,5,0,0.0,0.0,3.6888794541139363,0.0,True,True,False,False,False,True
46,3,5,3,4,1,1,3,5,5,3,1,5,10.0,15.0,3.8501476017100584,2.3978952727983707,False,False,False,False,False,True
44,2,2,4,2,5,5,4,4,1,4,3,0,0.0,0.0,3.8066624897703196,0.0,True,True,False,True,False,True
47,1,2,1,3,1,3,2,2,3,2,4,21,26.0,47.0,3.871201010907891,3.295836866004329,True,False,False,True,False,True
42,5,1,5,1,5,4,1,4,2,3,4,1,4.0,5.0,3.7612001156935624,1.6094379124341003,False,False,False,False,False,True
30,5,4,2,5,5,4,5,4,5,2,1,0,0.0,0.0,3.4339872044851463,0.0,True,False,True,True,False,False
20,4,5,3,5,4,1,3,2,2,1,1,94,84.0,178.0,3.044522437723423,4.442651256490317,False,True,False,True,False,True
31,2,3,4,1,3,4,1,1,4,3,1,0,0.0,0.0,3.4657359027997265,0.0,False,False,False,False,False,True
22,1,2,4,2,5,5,4,5,1,2,1,0,0.0,0.0,3.1354942159291497,0.0,False,False,False,True,False,True
47,4,4,2,3,3,4,3,5,4,4,4,0,0.0,0.0,3.871201010907891,0.0,False,False,False,False,False,True
38,3,2,2,3,4,5,5,4,2,4,3,0,0.0,0.0,3.6635616461296463,0.0,True,False,False,False,False,True
32,4,4,3,5,3,3,5,3,4,5,5,5,0.0,5.0,3.4965075614664802,0.0,True,False,False,False,False,True
49,4,4,2,3,3,5,2,5,1,5,3,0,0.0,0.0,3.912023005428146,0.0,False,False,False,False,False,True
43,2,3,5,5,2,5,1,1,5,2,5,0,0.0,0.0,3.784189633918261,0.0,True,False,False,True,False,True
38,3,4,4,4,2,1,5,4,2,4,4,0,4.0,4.0,3.6635616461296463,1.6094379124341003,True,False,False,False,False,True
53,4,3,2,2,3,4,4,2,4,3,5,3,0.0,3.0,3.9889840465642745,0.0,False,False,True,True,False,False
15,1,1,1,3,5,5,4,1,4,3,3,0,16.0,16.0,2.772588722239781,2.833213344056216,True,False,False,False,False,True
47,1,2,2,2,1,1,4,3,4,1,4,0,0.0,0.0,3.871201010907891,0.0,False,False,True,False,True,False
42,5,3,4,4,1,1,4,3,5,5,2,0,0.0,0.0,3.7612001156935624,0.0,False,False,False,False,False,True
57,3,2,5,1,4,1,1,3,2,4,4,0,0.0,0.0,4.060443010546419,0.0,True,False,False,False,False,True
40,3,5,2,1,5,2,2,2,2,1,5,19,29.0,48.0,3.713572066704308,3.4011973816621555,True,False,False,True,False,True
60,5,1,5,1,3,1,2,1,4,2,1,5,0.0,5.0,4.110873864173311,0.0,True,False,False,False,False,True
25,4,5,1,5,2,1,3,3,2,5,5,0,0.0,0.0,3.258096538021482,0.0,False,True,False,True,False,False
56,3,5,4,5,1,5,1,3,2,4,4,4,0.0,4.0,4.04305126783455,0.0,True,False,False,True,False,True
50,1,4,3,1,3,1,3,4,5,4,4,2,0.0,2.0,3.9318256327243257,0.0,True,False,False,False,False,True
47,1,4,4,4,1,1,5,2,5,2,1,12,6.0,18.0,3.871201010907891,1.9459101490553132,True,False,False,False,False,True
34,2,5,3,5,2,2,3,3,1,4,1,3,0.0,3.0,3.5553480614894135,0.0,True,False,False,False,True,False
40,3,4,3,1,2,2,4,2,5,1,3,0,35.0,35.0,3.713572066704308,3.58351893845611,False,False,False,True,False,True
30,4,2,4,2,5,1,2,3,5,5,2,0,0.0,0.0,3.4339872044851463,0.0,True,False,False,True,False,False
29,5,4,3,1,3,1,2,5,2,1,2,9,0.0,9.0,3.4011973816621555,0.0,False,False,False,False,False,True
60,5,5,5,1,3,5,2,5,1,3,3,0,0.0,0.0,4.110873864173311,0.0,False,False,False,False,False,True
